1
1  40
 0.0000e+00	 5.3800e+00	 1.0000e+02	 1.0000e+00	;
 2.0777e+00	 5.3998e+00	 9.9633e+01	 1.0000e+00	;
 4.8950e+00	 5.4815e+00	 9.5120e+01	 1.0000e+00	;
 5.6056e+00	 5.5103e+00	 9.3037e+01	 1.0000e+00	;
 6.5644e+00	 5.5535e+00	 8.9869e+01	 1.0000e+00	;
 7.7653e+00	 5.6136e+00	 8.6978e+01	 1.0000e+00	;
 9.2020e+00	 5.6927e+00	 8.3549e+01	 1.0000e+00	;
 1.0864e+01	 5.7911e+00	 7.6883e+01	 1.0000e+00	;
 1.2744e+01	 5.9070e+00	 6.9220e+01	 1.0000e+00	;
 1.4829e+01	 6.0356e+00	 6.1018e+01	 1.0000e+00	;
 1.7107e+01	 6.1681e+00	 5.3146e+01	 1.0000e+00	;
 1.9564e+01	 6.2918e+00	 4.6516e+01	 1.0000e+00	;
 2.2185e+01	 6.3893e+00	 4.1293e+01	 1.0000e+00	;
 2.4956e+01	 6.4388e+00	 3.7324e+01	 1.0000e+00	;
 2.7858e+01	 6.4145e+00	 3.4264e+01	 1.0000e+00	;
 3.0875e+01	 6.2869e+00	 3.2045e+01	 1.0000e+00	;
 3.3990e+01	 6.0239e+00	 3.0722e+01	 1.0000e+00	;
 3.7181e+01	 5.6228e+00	 3.0239e+01	 1.0000e+00	;
 4.0431e+01	 5.2347e+00	 2.9804e+01	 1.0000e+00	;
 4.3720e+01	 4.8811e+00	 2.9321e+01	 1.0000e+00	;
 4.7030e+01	 4.5601e+00	 2.8817e+01	 1.0000e+00	;
 5.0339e+01	 4.2704e+00	 2.8307e+01	 1.0000e+00	;
 5.3628e+01	 4.0103e+00	 2.7805e+01	 1.0000e+00	;
 5.6876e+01	 3.7778e+00	 2.7324e+01	 1.0000e+00	;
 6.0065e+01	 3.5699e+00	 2.6866e+01	 1.0000e+00	;
 6.3177e+01	 3.3831e+00	 2.6437e+01	 1.0000e+00	;
 6.6190e+01	 3.2123e+00	 2.6003e+01	 1.0000e+00	;
 6.9089e+01	 3.0531e+00	 2.5553e+01	 1.0000e+00	;
 7.1854e+01	 2.9021e+00	 2.5130e+01	 1.0000e+00	;
 7.4471e+01	 2.7543e+00	 2.4792e+01	 1.0000e+00	;
 7.6923e+01	 2.6031e+00	 2.4616e+01	 1.0000e+00	;
 7.9195e+01	 2.4498e+00	 2.4616e+01	 1.0000e+00	;
 8.1272e+01	 2.3046e+00	 2.4616e+01	 1.0000e+00	;
 8.3145e+01	 2.1536e+00	 2.4616e+01	 1.0000e+00	;
 8.4801e+01	 1.9922e+00	 2.4616e+01	 1.0000e+00	;
 8.6230e+01	 1.8218e+00	 2.4616e+01	 1.0000e+00	;
 8.7423e+01	 1.6286e+00	 2.4616e+01	 1.0000e+00	;
 8.8374e+01	 1.4094e+00	 2.4616e+01	 1.0000e+00	;
 8.9076e+01	 1.1578e+00	 2.4616e+01	 1.0000e+00	;
 8.9720e+01	 9.7762e-01	 2.4616e+01	 1.0000e+00	;
