1
1  40
 0.0000e+00	 5.3800e+00	 1.0000e+02	 1.0000e+00	;
 2.0388e+00	 5.3963e+00	 9.9698e+01	 1.0000e+00	;
 4.8034e+00	 5.4631e+00	 9.5440e+01	 1.0000e+00	;
 5.5007e+00	 5.4866e+00	 9.3439e+01	 1.0000e+00	;
 6.4416e+00	 5.5218e+00	 9.0385e+01	 1.0000e+00	;
 7.6200e+00	 5.5706e+00	 8.7649e+01	 1.0000e+00	;
 9.0298e+00	 5.6347e+00	 8.1254e+01	 1.0000e+00	;
 1.0661e+01	 5.7139e+00	 7.5008e+01	 1.0000e+00	;
 1.2506e+01	 5.8067e+00	 6.7783e+01	 1.0000e+00	;
 1.4552e+01	 5.9085e+00	 5.9999e+01	 1.0000e+00	;
 1.6786e+01	 6.0118e+00	 5.2489e+01	 1.0000e+00	;
 1.9198e+01	 6.1054e+00	 4.6144e+01	 1.0000e+00	;
 2.1770e+01	 6.1743e+00	 4.1133e+01	 1.0000e+00	;
 2.4489e+01	 6.1999e+00	 3.7313e+01	 1.0000e+00	;
 2.7337e+01	 6.1599e+00	 3.4346e+01	 1.0000e+00	;
 3.0298e+01	 6.0293e+00	 3.2164e+01	 1.0000e+00	;
 3.3354e+01	 5.7808e+00	 3.0817e+01	 1.0000e+00	;
 3.6485e+01	 5.4035e+00	 3.0290e+01	 1.0000e+00	;
 3.9675e+01	 5.0304e+00	 2.9854e+01	 1.0000e+00	;
 4.2902e+01	 4.6908e+00	 2.9371e+01	 1.0000e+00	;
 4.6150e+01	 4.3824e+00	 2.8865e+01	 1.0000e+00	;
 4.9397e+01	 4.1040e+00	 2.8354e+01	 1.0000e+00	;
 5.2624e+01	 3.8540e+00	 2.7851e+01	 1.0000e+00	;
 5.5812e+01	 3.6306e+00	 2.7369e+01	 1.0000e+00	;
 5.8942e+01	 3.4308e+00	 2.6911e+01	 1.0000e+00	;
 6.1995e+01	 3.2514e+00	 2.6480e+01	 1.0000e+00	;
 6.4952e+01	 3.0874e+00	 2.6044e+01	 1.0000e+00	;
 6.7796e+01	 2.9346e+00	 2.5590e+01	 1.0000e+00	;
 7.0510e+01	 2.7900e+00	 2.5163e+01	 1.0000e+00	;
 7.3078e+01	 2.6486e+00	 2.4818e+01	 1.0000e+00	;
 7.5484e+01	 2.5041e+00	 2.4633e+01	 1.0000e+00	;
 7.7713e+01	 2.3566e+00	 2.4633e+01	 1.0000e+00	;
 7.9752e+01	 2.2170e+00	 2.4633e+01	 1.0000e+00	;
 8.1590e+01	 2.0717e+00	 2.4633e+01	 1.0000e+00	;
 8.3215e+01	 1.9164e+00	 2.4633e+01	 1.0000e+00	;
 8.4616e+01	 1.7525e+00	 2.4633e+01	 1.0000e+00	;
 8.5788e+01	 1.5666e+00	 2.4633e+01	 1.0000e+00	;
 8.6720e+01	 1.3558e+00	 2.4633e+01	 1.0000e+00	;
 8.7409e+01	 1.1138e+00	 2.4633e+01	 1.0000e+00	;
 8.8042e+01	 9.4043e-01	 2.4633e+01	 1.0000e+00	;
