1 number of sets
#1
$1  51
0.000000000000000000e+00 1.252767175119260401e+03 -4.308707895670087738e-03 -3.597971698739569398e-03 1.871837799994952922e+00 1.811543730386776518e+00 -2.965376003833950554e-03 -9.708265402343034534e-03 1.261237767420000076e+10 2.526806621369999886e+09 5.441324812661457067e+00 5.365607747954564744e+00 1.205219414112526444e+01 5.452144532830000001e-01 7.039023117699999554e-01 1.485208077275721017e+00 0.000000000000000000e+00 -4.994137292646702933e-03 -3.314761642962146902e-03
2.068088829071332846e+00 1.255012943023119988e+03 -5.586838353979475293e-03 -3.741887203611372718e-03 1.872581050123149460e+00 1.811284330195827685e+00 -3.672217535827220890e-03 -9.853644880727457922e-03 1.264187641729999924e+10 2.527648248869999886e+09 5.455277019159401775e+00 5.362322672557432668e+00 1.205792152931752348e+01 5.456707508729999878e-01 7.029698211820000209e-01 1.486402651591715252e+00 0.000000000000000000e+00 -6.437481602353802360e-03 -3.386174612002523787e-03
3.840598586810228809e+00 1.266728529048435121e+03 -1.206670260983680985e-02 -5.846841347041218002e-03 1.867331025293068825e+00 1.805984284411339180e+00 -1.638775230676985410e-03 -8.700830516343035712e-03 1.251169505850000000e+10 2.480149313260000229e+09 5.584736310107178525e+00 5.419110961195026555e+00 1.221992877728683702e+01 5.504454699840000131e-01 6.937262793799999772e-01 1.522088806198951705e+00 0.000000000000000000e+00 -6.287532513438425646e-03 -4.220113547626346343e-03
5.612944145356662418e+00 1.233784995522524696e+03 -1.773983487146534380e-02 -5.550622103121972614e-03 1.839748395068136144e+00 1.793498385108176274e+00 6.417396735241924326e-03 5.084397634001008859e-03 1.232125201020000076e+10 2.428219917769999981e+09 5.414560606954221811e+00 5.228971080091201706e+00 1.169183384819016780e+01 5.614342221520000065e-01 6.738861936140000397e-01 1.509154613646637610e+00 0.000000000000000000e+00 -1.649018533769347483e-02 -4.586886543372139906e-03
7.385320491251682107e+00 1.172844459679272859e+03 -1.463341982891487331e-03 -8.447170976087483782e-03 1.781289014650235591e+00 1.766684604578903084e+00 3.835993450726952331e-02 1.140425277664030949e-02 1.144143774639999962e+10 2.208310035219999790e+09 5.288906964224969087e+00 5.142511974494880178e+00 1.112089265609617428e+01 5.700725571139999559e-01 6.403877197220000372e-01 1.550908682692645701e+00 0.000000000000000000e+00 1.389014820396534435e-02 -5.383430371037517363e-03
9.157696837146703572e+00 1.105111204146470300e+03 1.966321575689771242e-02 -3.734055061363055275e-03 1.661197274787012290e+00 1.764743962093371366e+00 1.150984377910329731e-01 3.804209380550976211e-02 1.095345052420000076e+10 2.086808227720000029e+09 4.466065265425249287e+00 5.150690085015255271e+00 9.774842602972602990e+00 5.857277187149999564e-01 5.847446280529999818e-01 1.534678335646787906e+00 -4.280395488900000345e+01 4.192640224095726953e-02 2.575236937306696079e-03
1.092981662180350000e+01 1.026457959754348849e+03 1.006896799667631320e-01 4.067015420367092911e-03 1.553927148537685321e+00 1.709448615849259889e+00 2.985081680434724105e-01 6.920347779783647679e-02 1.016250274789999962e+10 1.902067135509999990e+09 3.906640618974090540e+00 4.795564287482788401e+00 8.146357527242649610e+00 5.939147863889999712e-01 5.245650234249999988e-01 1.536746310092537371e+00 -3.590939731059999929e+01 1.400889163881561261e-01 8.280037586326212048e-03
1.270080753701211229e+01 9.570676030552860993e+02 1.602623439168068542e-01 1.275474914296265312e-02 1.420057888567294979e+00 1.674655955067631208e+00 5.124142699586473615e-01 1.027746535677153406e-01 9.683211777170000076e+09 1.785633828869999886e+09 3.251986844663276699e+00 4.337664905009401828e+00 6.274218954384921609e+00 5.913668887230000282e-01 4.598905021640000146e-01 1.506451375656333580e+00 -2.573682825819999920e+01 2.094642593519011053e-01 1.127600336071164257e-02
1.447436406460296254e+01 9.150771718711624771e+02 2.610033590601951725e-01 2.264343964769515577e-02 1.282617877169414555e+00 1.649903888692967779e+00 7.741178254578734430e-01 9.389752167209118594e-02 9.337642400860000610e+09 1.709739599880000114e+09 2.695351733948359030e+00 4.011084919985688835e+00 4.831659302822286506e+00 5.954269862909999933e-01 4.070510537290000230e-01 1.494968898225240039e+00 -1.892689441370000125e+01 3.185034004314939438e-01 1.685124087021702688e-02
1.595215679676985232e+01 8.904701693924799883e+02 3.301467806899731072e-01 3.130811479161171168e-02 1.184053426314602975e+00 1.641873844434051266e+00 9.591145877668910691e-01 9.855907330991252324e-02 9.374648500680000305e+09 1.739422962509999990e+09 2.262750311150933058e+00 3.758520342982899276e+00 3.844050325945898017e+00 6.126974997490000074e-01 3.636300070749999835e-01 1.448811753452677431e+00 -1.427625253639999947e+01 3.960376657920760546e-01 2.333723825812584335e-02
