1
1  40
 0.0000e+00	 5.3800e+00	 1.0000e+02	 1.0000e+00	;
 2.0777e+00	 5.3957e+00	 9.9709e+01	 1.0000e+00	;
 4.8950e+00	 5.4602e+00	 9.5491e+01	 1.0000e+00	;
 5.6056e+00	 5.4829e+00	 9.3502e+01	 1.0000e+00	;
 6.5644e+00	 5.5170e+00	 9.0464e+01	 1.0000e+00	;
 7.7653e+00	 5.5643e+00	 8.7749e+01	 1.0000e+00	;
 9.2020e+00	 5.6265e+00	 8.1371e+01	 1.0000e+00	;
 1.0864e+01	 5.7038e+00	 7.5142e+01	 1.0000e+00	;
 1.2744e+01	 5.7946e+00	 6.7925e+01	 1.0000e+00	;
 1.4829e+01	 5.8949e+00	 6.0138e+01	 1.0000e+00	;
 1.7107e+01	 5.9977e+00	 5.2613e+01	 1.0000e+00	;
 1.9564e+01	 6.0927e+00	 4.6241e+01	 1.0000e+00	;
 2.2185e+01	 6.1658e+00	 4.1191e+01	 1.0000e+00	;
 2.4956e+01	 6.1996e+00	 3.7316e+01	 1.0000e+00	;
 2.7858e+01	 6.1731e+00	 3.4272e+01	 1.0000e+00	;
 3.0875e+01	 6.0630e+00	 3.1986e+01	 1.0000e+00	;
 3.3990e+01	 5.8433e+00	 3.0487e+01	 1.0000e+00	;
 3.7181e+01	 5.4901e+00	 2.9813e+01	 1.0000e+00	;
 4.0431e+01	 5.1068e+00	 2.9408e+01	 1.0000e+00	;
 4.3720e+01	 4.7587e+00	 2.8952e+01	 1.0000e+00	;
 4.7030e+01	 4.4437e+00	 2.8466e+01	 1.0000e+00	;
 5.0339e+01	 4.1604e+00	 2.7970e+01	 1.0000e+00	;
 5.3628e+01	 3.9067e+00	 2.7476e+01	 1.0000e+00	;
 5.6876e+01	 3.6805e+00	 2.6998e+01	 1.0000e+00	;
 6.0065e+01	 3.4787e+00	 2.6540e+01	 1.0000e+00	;
 6.3177e+01	 3.2979e+00	 2.6106e+01	 1.0000e+00	;
 6.6190e+01	 3.1331e+00	 2.5664e+01	 1.0000e+00	;
 6.9089e+01	 2.9800e+00	 2.5200e+01	 1.0000e+00	;
 7.1854e+01	 2.8355e+00	 2.4759e+01	 1.0000e+00	;
 7.4471e+01	 2.6939e+00	 2.4400e+01	 1.0000e+00	;
 7.6923e+01	 2.5483e+00	 2.4206e+01	 1.0000e+00	;
 7.9195e+01	 2.3982e+00	 2.4206e+01	 1.0000e+00	;
 8.1272e+01	 2.2561e+00	 2.4206e+01	 1.0000e+00	;
 8.3145e+01	 2.1082e+00	 2.4206e+01	 1.0000e+00	;
 8.4801e+01	 1.9502e+00	 2.4206e+01	 1.0000e+00	;
 8.6230e+01	 1.7835e+00	 2.4206e+01	 1.0000e+00	;
 8.7423e+01	 1.5943e+00	 2.4206e+01	 1.0000e+00	;
 8.8374e+01	 1.3797e+00	 2.4206e+01	 1.0000e+00	;
 8.9076e+01	 1.1334e+00	 2.4206e+01	 1.0000e+00	;
 8.9720e+01	 9.5703e-01	 2.4206e+01	 1.0000e+00	;
