1
1  40
 0.0000e+00	 5.3800e+00	 1.0000e+02	 1.0000e+00	;
 2.0583e+00	 5.3989e+00	 9.9649e+01	 1.0000e+00	;
 4.8492e+00	 5.4769e+00	 9.5200e+01	 1.0000e+00	;
 5.5532e+00	 5.5044e+00	 9.3138e+01	 1.0000e+00	;
 6.5031e+00	 5.5455e+00	 8.9998e+01	 1.0000e+00	;
 7.6927e+00	 5.6028e+00	 8.6353e+01	 1.0000e+00	;
 9.1160e+00	 5.6781e+00	 8.1124e+01	 1.0000e+00	;
 1.0763e+01	 5.7717e+00	 7.5072e+01	 1.0000e+00	;
 1.2625e+01	 5.8819e+00	 6.8381e+01	 1.0000e+00	;
 1.4691e+01	 6.0038e+00	 6.0768e+01	 1.0000e+00	;
 1.6947e+01	 6.1290e+00	 5.2985e+01	 1.0000e+00	;
 1.9382e+01	 6.2453e+00	 4.6425e+01	 1.0000e+00	;
 2.1978e+01	 6.3358e+00	 4.1253e+01	 1.0000e+00	;
 2.4723e+01	 6.3795e+00	 3.7319e+01	 1.0000e+00	;
 2.7598e+01	 6.3516e+00	 3.4279e+01	 1.0000e+00	;
 3.0587e+01	 6.2237e+00	 3.2067e+01	 1.0000e+00	;
 3.3672e+01	 5.9649e+00	 3.0736e+01	 1.0000e+00	;
 3.6833e+01	 5.5701e+00	 3.0240e+01	 1.0000e+00	;
 4.0054e+01	 5.1857e+00	 2.9804e+01	 1.0000e+00	;
 4.3312e+01	 4.8356e+00	 2.9320e+01	 1.0000e+00	;
 4.6591e+01	 4.5177e+00	 2.8815e+01	 1.0000e+00	;
 4.9868e+01	 4.2308e+00	 2.8305e+01	 1.0000e+00	;
 5.3127e+01	 3.9732e+00	 2.7803e+01	 1.0000e+00	;
 5.6345e+01	 3.7429e+00	 2.7321e+01	 1.0000e+00	;
 5.9504e+01	 3.5369e+00	 2.6863e+01	 1.0000e+00	;
 6.2586e+01	 3.3519e+00	 2.6433e+01	 1.0000e+00	;
 6.5572e+01	 3.1827e+00	 2.6000e+01	 1.0000e+00	;
 6.8443e+01	 3.0250e+00	 2.5549e+01	 1.0000e+00	;
 7.1183e+01	 2.8755e+00	 2.5126e+01	 1.0000e+00	;
 7.3775e+01	 2.7290e+00	 2.4788e+01	 1.0000e+00	;
 7.6204e+01	 2.5793e+00	 2.4612e+01	 1.0000e+00	;
 7.8454e+01	 2.4273e+00	 2.4612e+01	 1.0000e+00	;
 8.0513e+01	 2.2835e+00	 2.4612e+01	 1.0000e+00	;
 8.2368e+01	 2.1339e+00	 2.4612e+01	 1.0000e+00	;
 8.4009e+01	 1.9739e+00	 2.4612e+01	 1.0000e+00	;
 8.5424e+01	 1.8051e+00	 2.4612e+01	 1.0000e+00	;
 8.6606e+01	 1.6137e+00	 2.4612e+01	 1.0000e+00	;
 8.7548e+01	 1.3965e+00	 2.4612e+01	 1.0000e+00	;
 8.8244e+01	 1.1472e+00	 2.4612e+01	 1.0000e+00	;
 8.8882e+01	 9.6866e-01	 2.4612e+01	 1.0000e+00	;
